판매일,EA,주소,시도,시군,구,기온,상품명_cleaned,제로구분,년월
2024-05-24,36,경상남도 창원시 의창구 읍성로,경상남도,창원시,의창구,21.9,코카콜라제로,제로,2024-05
2024-05-24,30,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.9,밀키스,일반,2024-05
2024-05-24,12,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,21.9,칠성사이다,일반,2024-05
2024-05-24,20,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,21.9,칠성사이다,일반,2024-05
2024-05-24,30,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,21.9,오란씨파인,일반,2024-05
2024-05-24,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.9,맥콜,일반,2024-05
2024-05-24,-24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.9,맥콜,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 창원대로,경상남도,창원시,성산구,21.9,스프라이트제로,제로,2024-05
2024-05-24,20,경상남도 창원시 성산구 외동반림로,경상남도,창원시,성산구,21.9,펩시콜라,일반,2024-05
2024-05-24,-20,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,칠성사이다,일반,2024-05
2024-05-24,20,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,칠성사이다,일반,2024-05
2024-05-24,20,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,칠성사이다,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,펩시콜라,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,펩시콜라,일반,2024-05
2024-05-24,-12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,펩시콜라,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,환타오렌지,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,환타오렌지,일반,2024-05
2024-05-24,-12,경상남도 창원시 성산구 연덕로184번길,경상남도,창원시,성산구,21.9,환타오렌지,일반,2024-05
2024-05-24,12,경상남도 창원시 성산구 외동반림로,경상남도,창원시,성산구,21.9,코카콜라제로,제로,2024-05
2024-05-24,150,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,21.9,코카콜라,일반,2024-05
2024-05-24,-600,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,21.9,코카콜라,일반,2024-05
2024-05-24,600,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,21.9,코카콜라,일반,2024-05
2024-05-24,600,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,21.9,코카콜라,일반,2024-05
2024-05-25,24,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,20.1,칠성사이다,일반,2024-05
2024-05-25,12,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,20.1,코카콜라,일반,2024-05
2024-05-25,12,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,20.1,칠성사이다,일반,2024-05
2024-05-25,30,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.1,맥콜,일반,2024-05
2024-05-25,30,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.1,데미소다피치,일반,2024-05
2024-05-25,24,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,20.1,코카콜라,일반,2024-05
2024-05-25,-24,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,20.1,코카콜라,일반,2024-05
2024-05-25,30,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.1,맥콜,일반,2024-05
2024-05-25,-20,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,칠성사이다,일반,2024-05
2024-05-25,20,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,칠성사이다,일반,2024-05
2024-05-25,20,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,칠성사이다,일반,2024-05
2024-05-25,-24,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-25,24,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-25,30,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-25,30,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-25,-30,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-25,24,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.1,코카콜라,일반,2024-05
2024-05-27,12,경상남도 창원시 성산구 대암로,경상남도,창원시,성산구,22.1,맥콜,일반,2024-05
2024-05-27,12,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,22.1,코카콜라,일반,2024-05
2024-05-27,20,경상남도 창원시 진해구 여명로,경상남도,창원시,진해구,22.1,칠성사이다,일반,2024-05
2024-05-27,-24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.1,맥콜,일반,2024-05
2024-05-27,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.1,맥콜,일반,2024-05
2024-05-27,24,경상남도 창원시 의창구 도계두리길,경상남도,창원시,의창구,22.1,코카콜라,일반,2024-05
2024-05-27,-12,경상남도 창원시 성산구 대암로,경상남도,창원시,성산구,22.1,맥콜,일반,2024-05
2024-05-27,1,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,22.1,나랑드사이다,일반,2024-05
2024-05-27,12,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,22.1,펩시제로슈거,제로,2024-05
2024-05-27,24,경상남도 창원시 성산구 봉양로,경상남도,창원시,성산구,22.1,칠성사이다,일반,2024-05
2024-05-27,30,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.1,밀키스,일반,2024-05
2024-05-27,30,경상남도 창원시 의창구 동정길,경상남도,창원시,의창구,22.1,오란씨파인,일반,2024-05
2024-05-27,30,경상남도 창원시 의창구 동정길,경상남도,창원시,의창구,22.1,오란씨오렌지,일반,2024-05
2024-05-28,30,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.6,코카콜라,일반,2024-05
2024-05-28,48,경상남도 창원시 진해구 이동로,경상남도,창원시,진해구,20.6,칠성사이다,일반,2024-05
2024-05-28,30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,20.6,맥콜,일반,2024-05
2024-05-28,30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,20.6,코카콜라제로,제로,2024-05
2024-05-28,12,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,20.6,코카콜라,일반,2024-05
2024-05-28,20,경상남도 창원시 진해구 만금로,경상남도,창원시,진해구,20.6,맥콜,일반,2024-05
2024-05-28,12,경상남도 창원시 진해구 만금로,경상남도,창원시,진해구,20.6,코카콜라,일반,2024-05
2024-05-28,1,경상남도 창원시 진해구 안민고개길,경상남도,창원시,진해구,20.6,칠성사이다,일반,2024-05
2024-05-28,12,경상남도 창원시 진해구 안민고개길,경상남도,창원시,진해구,20.6,펩시콜라,일반,2024-05
2024-05-28,30,경상남도 창원시 진해구 안민고개길,경상남도,창원시,진해구,20.6,펩시콜라,일반,2024-05
2024-05-29,30,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,20.0,칠성사이다,일반,2024-05
2024-05-29,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.0,코카콜라,일반,2024-05
2024-05-29,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.0,코카콜라제로,제로,2024-05
2024-05-29,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.0,코카콜라,일반,2024-05
2024-05-29,12,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,20.0,코카콜라,일반,2024-05
2024-05-29,-30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,20.0,환타파인,일반,2024-05
2024-05-29,48,경상남도 창원시 마산합포구 산호남로,경상남도,창원시,마산합포구,20.0,웰치스오렌지제로,제로,2024-05
2024-05-29,30,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.0,칠성사이다,일반,2024-05
2024-05-29,60,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.0,코카콜라,일반,2024-05
2024-05-29,24,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,20.0,환타오렌지,일반,2024-05
2024-05-29,30,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,20.0,맥콜,일반,2024-05
2024-05-30,120,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,19.9,칠성사이다,일반,2024-05
2024-05-30,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,19.9,코카콜라,일반,2024-05
2024-05-30,30,경상남도 창원시 의창구 사림로,경상남도,창원시,의창구,19.9,데미소다애플,일반,2024-05
2024-05-30,30,경상남도 창원시 마산회원구 팔용로,경상남도,창원시,마산회원구,19.9,코카콜라,일반,2024-05
2024-05-30,20,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.9,맥콜,일반,2024-05
2024-05-30,12,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.9,맥콜,일반,2024-05
2024-05-30,30,경상남도 창원시 의창구 봉곡로111번길,경상남도,창원시,의창구,19.9,펩시콜라,일반,2024-05
2024-05-30,12,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,19.9,나랑드사이다,일반,2024-05
2024-05-30,30,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,19.9,코카콜라,일반,2024-05
2024-05-31,30,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,21.7,펩시제로슈거라임향,제로,2024-05
2024-05-31,24,경상남도 창원시 의창구 읍성로,경상남도,창원시,의창구,21.7,코카콜라,일반,2024-05
2024-05-31,6,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,21.7,펩시콜라,일반,2024-05
2024-05-31,12,경상남도 창원시 의창구 용지로,경상남도,창원시,의창구,21.7,칠성사이다,일반,2024-05
2024-05-31,12,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,21.7,코카콜라,일반,2024-05
2024-06-01,48,경상남도 창원시 의창구 서상로,경상남도,창원시,의창구,21.7,칠성사이다,일반,2024-06
2024-06-01,12,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,21.7,칠성사이다,일반,2024-06
2024-06-01,1,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,21.7,코카콜라,일반,2024-06
2024-06-01,30,경상남도 창원시 의창구 서상로,경상남도,창원시,의창구,21.7,칠성사이다,일반,2024-06
2024-06-01,30,경상남도 창원시 의창구 서상로,경상남도,창원시,의창구,21.7,코카콜라제로,제로,2024-06
2024-06-01,30,경상남도 창원시 의창구 서상로,경상남도,창원시,의창구,21.7,오란씨파인,일반,2024-06
2024-06-01,30,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.7,밀키스,일반,2024-06
2024-06-01,8,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.7,코카콜라,일반,2024-06
2024-06-01,30,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,21.7,코카콜라,일반,2024-06
2024-06-01,30,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,21.7,코카콜라제로,제로,2024-06
2024-06-01,8,경상남도 창원시 성산구 공단로,경상남도,창원시,성산구,21.7,코카콜라,일반,2024-06
2024-06-01,-12,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,21.7,칠성사이다,일반,2024-06
2024-06-01,12,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,21.7,칠성사이다,일반,2024-06
2024-06-01,12,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,21.7,칠성사이다,일반,2024-06
2024-06-01,48,경상남도 창원시 마산합포구 무학로,경상남도,창원시,마산합포구,21.7,코카콜라,일반,2024-06
2024-06-01,48,경상남도 창원시 마산합포구 무학로,경상남도,창원시,마산합포구,21.7,환타오렌지,일반,2024-06
2024-06-01,48,경상남도 창원시 마산합포구 무학로,경상남도,창원시,마산합포구,21.7,환타파인,일반,2024-06
2024-06-01,12,경상남도 창원시 의창구 용지로,경상남도,창원시,의창구,21.7,맥콜,일반,2024-06
2024-06-01,30,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,21.7,코카콜라제로,제로,2024-06
2024-06-03,-24,경상남도 창원시 마산회원구 내서읍 상곡로,경상남도,창원시,마산회원구,19.0,환타파인,일반,2024-06
2024-06-03,24,경상남도 창원시 마산회원구 내서읍 상곡로,경상남도,창원시,마산회원구,19.0,환타파인,일반,2024-06
2024-06-03,24,경상남도 창원시 마산회원구 내서읍 상곡로,경상남도,창원시,마산회원구,19.0,환타파인,일반,2024-06
2024-06-03,30,경상남도 창원시 마산합포구 수산1길,경상남도,창원시,마산합포구,19.0,코카콜라,일반,2024-06
2024-06-03,-80,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,코카콜라,일반,2024-06
2024-06-03,80,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,코카콜라,일반,2024-06
2024-06-03,80,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,코카콜라,일반,2024-06
2024-06-03,-48,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타오렌지,일반,2024-06
2024-06-03,48,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타오렌지,일반,2024-06
2024-06-03,48,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타오렌지,일반,2024-06
2024-06-03,72,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타파인,일반,2024-06
2024-06-03,72,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타파인,일반,2024-06
2024-06-03,-72,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,19.0,환타파인,일반,2024-06
2024-06-03,24,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,19.0,칠성사이다,일반,2024-06
2024-06-03,24,경상남도 창원시 의창구 도계로18번길,경상남도,창원시,의창구,19.0,환타파인,일반,2024-06
2024-06-03,24,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,19.0,코카콜라,일반,2024-06
2024-06-03,24,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,19.0,환타오렌지,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,코카콜라,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,코카콜라,일반,2024-06
2024-06-03,-24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,코카콜라,일반,2024-06
2024-06-03,-24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타오렌지,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타오렌지,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타오렌지,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타파인,일반,2024-06
2024-06-03,24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타파인,일반,2024-06
2024-06-03,-24,경상남도 창원시 진해구 진해대로,경상남도,창원시,진해구,19.0,환타파인,일반,2024-06
2024-06-03,48,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.0,칠성사이다,일반,2024-06
2024-06-03,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.0,펩시콜라,일반,2024-06
2024-06-03,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.0,환타오렌지,일반,2024-06
2024-06-03,30,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.0,펩시콜라,일반,2024-06
2024-06-03,20,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,19.0,맥콜,일반,2024-06
2024-06-03,24,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,19.0,코카콜라,일반,2024-06
2024-06-03,1,경상남도 창원시 의창구 북면 동곡로,경상남도,창원시,의창구,19.0,펩시콜라,일반,2024-06
2024-06-03,48,경상남도 창원시 성산구 외동반림로,경상남도,창원시,성산구,19.0,코카콜라,일반,2024-06
2024-06-03,12,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,19.0,코카콜라,일반,2024-06
2024-06-03,20,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,19.0,칠성사이다,일반,2024-06
2024-06-03,8,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,19.0,코카콜라,일반,2024-06
2024-06-03,24,경상남도 창원시 마산합포구 교방천남길,경상남도,창원시,마산합포구,19.0,환타오렌지,일반,2024-06
2024-06-03,24,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,19.0,코카콜라제로,제로,2024-06
2024-06-03,24,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,19.0,코카콜라제로,제로,2024-06
2024-06-03,-24,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,19.0,코카콜라제로,제로,2024-06
2024-06-04,12,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,19.4,맥콜,일반,2024-06
2024-06-04,48,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,19.4,코카콜라,일반,2024-06
2024-06-04,48,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,19.4,환타오렌지,일반,2024-06
2024-06-04,48,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,19.4,환타파인,일반,2024-06
2024-06-04,24,경상남도 창원시 성산구 단정로,경상남도,창원시,성산구,19.4,환타오렌지,일반,2024-06
2024-06-04,24,경상남도 창원시 성산구 단정로,경상남도,창원시,성산구,19.4,환타파인,일반,2024-06
2024-06-04,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,19.4,환타오렌지,일반,2024-06
2024-06-04,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,19.4,환타파인,일반,2024-06
2024-06-04,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.4,환타오렌지,일반,2024-06
2024-06-04,1,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,19.4,칠성사이다,일반,2024-06
2024-06-04,1,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,19.4,코카콜라,일반,2024-06
2024-06-04,30,경상남도 창원시 의창구 도계로,경상남도,창원시,의창구,19.4,펩시콜라,일반,2024-06
2024-06-04,48,경상남도 창원시 마산합포구 가포로,경상남도,창원시,마산합포구,19.4,코카콜라,일반,2024-06
2024-06-04,48,경상남도 창원시 마산합포구 가포로,경상남도,창원시,마산합포구,19.4,코카콜라,일반,2024-06
2024-06-04,-48,경상남도 창원시 마산합포구 가포로,경상남도,창원시,마산합포구,19.4,코카콜라,일반,2024-06
2024-06-04,120,경상남도 창원시 마산회원구 내서읍 구미길,경상남도,창원시,마산회원구,19.4,코카콜라,일반,2024-06
2024-06-04,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,19.4,코카콜라,일반,2024-06
2024-06-04,48,경상남도 창원시 성산구 용지로,경상남도,창원시,성산구,19.4,코카콜라,일반,2024-06
2024-06-04,24,경상남도 창원시 성산구 용지로,경상남도,창원시,성산구,19.4,환타오렌지,일반,2024-06
2024-06-05,30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,19.8,펩시콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.8,칠성사이다,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.8,환타파인,일반,2024-06
2024-06-05,1,경상남도 창원시 의창구 반계로,경상남도,창원시,의창구,19.8,칠성사이다,일반,2024-06
2024-06-05,1,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,19.8,칠성사이다,일반,2024-06
2024-06-05,6,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,19.8,펩시콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,19.8,코카콜라,일반,2024-06
2024-06-05,72,경상남도 창원시 성산구 비음로,경상남도,창원시,성산구,19.8,코카콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 동읍 무성길,경상남도,창원시,의창구,19.8,스프라이트,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 동읍 무성길,경상남도,창원시,의창구,19.8,스프라이트,일반,2024-06
2024-06-05,-24,경상남도 창원시 의창구 동읍 무성길,경상남도,창원시,의창구,19.8,스프라이트,일반,2024-06
2024-06-05,-24,경상남도 창원시 의창구 동읍 무성길,경상남도,창원시,의창구,19.8,스프라이트,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.8,환타오렌지,일반,2024-06
2024-06-05,16,경상남도 창원시 의창구 도계로18번길,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,8,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,6,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,19.8,스프라이트,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 읍성로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,30,경상남도 창원시 의창구 동산로,경상남도,창원시,의창구,19.8,환타오렌지,일반,2024-06
2024-06-05,48,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,19.8,코카콜라,일반,2024-06
2024-06-05,30,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,19.8,칠성사이다,일반,2024-06
2024-06-05,12,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,19.8,코카콜라,일반,2024-06
2024-06-06,24,경상남도 창원시 의창구 반계로,경상남도,창원시,의창구,20.1,펩시콜라,일반,2024-06
2024-06-06,24,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,20.1,환타파인,일반,2024-06
2024-06-06,6,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,20.1,환타오렌지+코카콜라,일반,2024-06
2024-06-06,30,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,20.1,칠성사이다,일반,2024-06
2024-06-06,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,20.1,환타파인,일반,2024-06
2024-06-07,1,경상남도 창원시 마산회원구 봉덕2길,경상남도,창원시,마산회원구,22.5,칠성사이다,일반,2024-06
2024-06-07,24,경상남도 창원시 의창구 남면로,경상남도,창원시,의창구,22.5,환타오렌지,일반,2024-06
2024-06-07,24,경상남도 창원시 의창구 남면로,경상남도,창원시,의창구,22.5,환타파인,일반,2024-06
2024-06-07,96,경상남도 창원시 성산구 두산볼보로,경상남도,창원시,성산구,22.5,코카콜라,일반,2024-06
2024-06-07,96,경상남도 창원시 성산구 두산볼보로,경상남도,창원시,성산구,22.5,코카콜라제로,제로,2024-06
2024-06-07,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.5,환타오렌지,일반,2024-06
2024-06-07,-24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.5,환타오렌지,일반,2024-06
2024-06-07,-24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.5,환타파인,일반,2024-06
2024-06-07,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.5,환타파인,일반,2024-06
2024-06-07,30,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,22.5,칠성사이다,일반,2024-06
2024-06-07,30,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,22.5,코카콜라,일반,2024-06
2024-06-07,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,22.5,코카콜라,일반,2024-06
2024-06-07,24,경상남도 창원시 진해구 동진로,경상남도,창원시,진해구,22.5,몬스터에너지제로슈거,제로,2024-06
2024-06-07,6,경상남도 창원시 진해구 동진로,경상남도,창원시,진해구,22.5,코카콜라제로,제로,2024-06
2024-06-07,30,경상남도 창원시 진해구 동진로,경상남도,창원시,진해구,22.5,코카콜라제로,제로,2024-06
2024-06-07,24,경상남도 창원시 의창구 동읍 무성길,경상남도,창원시,의창구,22.5,스프라이트,일반,2024-06
2024-06-07,1,경상남도 창원시 의창구 도계로,경상남도,창원시,의창구,22.5,칠성사이다제로,제로,2024-06
2024-06-07,1,경상남도 창원시 의창구 도계로,경상남도,창원시,의창구,22.5,맥콜,일반,2024-06
2024-06-07,24,경상남도 창원시 마산합포구 고운로,경상남도,창원시,마산합포구,22.5,칠성사이다제로,제로,2024-06
2024-06-07,24,경상남도 창원시 마산합포구 고운로,경상남도,창원시,마산합포구,22.5,코카콜라,일반,2024-06
2024-06-07,60,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,22.5,펩시콜라,일반,2024-06
2024-06-07,12,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,22.5,코카콜라,일반,2024-06
2024-06-07,60,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,22.5,코카콜라,일반,2024-06
2024-06-07,60,경상남도 창원시 의창구 남산로,경상남도,창원시,의창구,22.5,코카콜라제로,제로,2024-06
2024-06-07,6,경상남도 창원시 마산합포구 구산면 괭이바다길,경상남도,창원시,마산합포구,22.5,환타오렌지+코카콜라,일반,2024-06
2024-06-07,60,경상남도 창원시 성산구 외동반림로,경상남도,창원시,성산구,22.5,펩시제로슈거라임향,제로,2024-06
2024-06-07,-30,경상남도 창원시 의창구 동산로,경상남도,창원시,의창구,22.5,환타오렌지,일반,2024-06
2024-06-07,-12,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,22.5,칠성사이다,일반,2024-06
2024-06-07,12,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,22.5,칠성사이다,일반,2024-06
2024-06-07,12,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,22.5,칠성사이다,일반,2024-06
2024-06-08,48,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,19.3,칠성사이다,일반,2024-06
2024-06-08,24,경상남도 창원시 의창구 동읍 노연로,경상남도,창원시,의창구,19.3,코카콜라,일반,2024-06
2024-06-08,12,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,19.3,환타오렌지,일반,2024-06
