지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2024-03-21,6.7,.6,553,13.9,1546,,,,,,,6,290,1324,2.6,290,1326,1,860,-2.4,30,1548,54.9,5.2,1011,1022.4,1,1016.7,1744,1019.7,12.2,11.1,1200,3.19,23.5,,,,,,1.4,1.1,12.7,-5.5,,,,,,,,,,3,4.3,,
156,2024-03-22,11.4,3.8,409,17.9,1308,6.32,,,,,1.2,13.1,200,1133,6.9,180,1217,2.8,2389,6.2,45,1320,72.6,10,1005.9,1019.7,43,1011.3,2017,1014.4,12.2,5.6,1200,2.94,16.04,,,,,,8,4.5,12.9,-1.5,,,,,,,,,,2.5,3.5,,
156,2024-03-23,17.4,13.1,631,23.5,1453,.05,,,,,0,6.7,70,1243,3.7,230,26,1.3,1133,8.7,19,1422,64.9,11.8,1005.9,1016.3,2316,1011.2,2,1014.2,12.3,8.8,1200,3.08,21.15,,,,,,7.4,3.8,21.2,11.1,,,,,,,,,,3.4,4.9,,
156,2024-03-24,12.7,11.1,2218,15.8,5,15.85,,,,,7.6,5.4,70,952,3.1,70,1422,1.3,1088,12.4,70,1,98,14.4,1007.7,1017.6,1115,1014.8,414,1016.2,12.3,0,1500,.51,4.21,,,,,,9.8,5.4,13.9,11.5,,,,,,,,,,.7,1,,
156,2024-03-25,11,8.7,2343,14.7,1031,11.9,,,,,19,9.3,50,1737,4.5,70,1712,1.8,1514,10.6,74,1037,97.5,12.8,1004.7,1017.1,27,1010.2,2329,1013.1,12.3,0,900,.69,4.14,,,,,,9.6,8.5,13,9.6,,,,,,,,,,.6,.9,,
156,2024-03-26,8.7,5.9,2357,12.2,1542,12,,,,,23,4.9,70,402,3.1,70,116,1.1,983,8.1,82,1547,96.6,10.9,1009.6,1024.8,2316,1008.5,115,1018.2,12.4,.2,1400,1.44,8.17,,,,,,7,5.6,12.4,2.3,,,,,,,,,,.9,1.3,,
156,2024-03-27,10.5,4.9,725,16,1424,,,,,,,4.9,270,1541,3.1,200,1721,1.1,914,8.2,66,1414,86.8,10.9,1014.5,1026.2,815,1019,2357,1023.1,12.4,3.3,1100,2.9,15.22,,,,,,8.9,7.3,12.5,2.3,,,,,,,,,,1.9,2.7,,.52
156,2024-03-28,10.5,9.4,2354,11.4,26,13.05,,,,,24,5.1,290,132,3,270,136,1.2,994,9.6,71,255,95,12,1001.3,1019.2,17,1003.9,1728,1009.7,12.4,0,1300,.34,2.78,,,,,,8.6,6.6,11.1,6.5,,,,,,,,,,.6,.8,,
156,2024-03-29,10.9,7,523,15.6,1135,,,,,,,9,230,1126,5,270,1406,1.7,1494,10.1,75,1132,95.3,12.4,1001.8,1014.6,2326,1007.9,1233,1010.2,12.5,3.8,1100,2.44,9.87,,,,,,3.6,3.3,10.8,2.7,,,,,,,,,,1.3,1.8,,
156,2024-03-30,13.1,4.8,604,22.6,1428,,,,,,,7.9,250,1442,4.2,200,1211,1.5,1274,9,33,1037,79.1,11.9,1003.8,1015.7,143,1008.3,1428,1012.2,12.5,8.6,1200,3.09,20.33,,,,,,3,2.4,14.6,-.1,,,,,,,,,,3.1,4.5,,
156,2024-03-31,13.5,6,601,21,1717,,,,,,,7.2,70,410,3.8,70,500,1.4,1245,5.1,29,1738,62.1,8.8,1003.2,1014.6,717,1008.5,1457,1011.6,12.5,7.9,1100,2.72,18.54,,,,,,3.6,0,13.6,1.7,,,,,,,,,,3,4.3,,
156,2024-04-01,15.4,7.1,625,24,1504,,,,,,,5.7,270,1550,2.6,270,1554,.8,687,3.6,18,1043,53.9,8.2,1006.3,1017,958,1012.5,1,1014.6,12.6,11.5,1200,3.34,25.14,,,,,,.5,0,18.6,1.8,,,,,,,,,,4.7,6.7,,
156,2024-04-02,15.5,10,432,24.2,1340,5.63,1.7,2315,5.9,2028,16.3,11.7,200,2136,4,200,1540,1.3,1110,9.7,29,1341,72,12.3,1004.4,1015.9,733,1008.4,2347,1012.7,12.6,3.7,1200,2.27,14.15,,,,,,8.9,2.9,16.9,5.7,,,,,,,,,,2.4,3.4,,
156,2024-04-03,14.3,13.4,538,15.2,1403,22.18,1.7,157,6.5,114,31.8,7.9,70,725,4.2,70,725,1.3,1101,14.1,99,1,99,16.1,997,1009.7,2358,1002.7,1444,1005.3,12.7,0,1300,.59,4.06,,,,,,9.9,7.6,15.3,14.1,,,,,,,,,,.7,1,,
156,2024-04-04,14,12.9,2241,15.6,1551,7.07,.2,,.2,,.5,5.6,230,1741,2.8,200,1849,1.1,974,13.8,99,1,99,15.8,1006.5,1019,2312,1009.5,123,1014.9,12.7,0,1400,.58,4.38,,,,,,9.8,8.4,15.6,10.8,,,,,,,,,,.7,1,,2.75
156,2024-04-05,14.3,11.4,2357,20.2,1526,,,,,,,5.6,340,1710,2.3,50,1403,.9,790,11.4,49,1541,84.4,13.5,1010.9,1021,2137,1017.2,1544,1019.3,12.7,5.7,1200,3.33,17.37,,,,,,5.3,4.4,17.6,8.4,,,,,,,,,,2.6,3.7,,
156,2024-04-06,14.2,9.1,622,20.1,1523,,,,,,,3.9,270,1850,2.2,270,1857,.8,681,9.7,49,1524,77,12.1,1010.7,1021.3,850,1015.7,1744,1019.1,12.8,5.4,1500,1.97,14.78,,,,,,5.5,0,15.8,6.3,,,,,,,,,,2.2,3.2,,
156,2024-04-07,16.8,8.5,619,24.9,1500,,,,,,,5.7,340,1621,2.2,320,1742,.9,814,6.9,19,1551,58,10,1008.9,1019.3,7,1014.1,1620,1017.2,12.8,11.4,1100,3.04,23.47,,,,,,4.8,0,19.4,4.8,,,,,,,,,,4,5.7,,
156,2024-04-08,17.5,11.5,619,23.5,1337,,,,,,,4.6,70,1056,2.4,70,1100,.7,595,6.9,26,1340,52.3,10,1007.6,1017.6,29,1013.6,1614,1015.9,12.8,1.8,1000,1.98,11.88,,,,,,7.6,5.8,17.5,7.1,,,,,,,,,,2.4,3.5,,
156,2024-04-09,15.8,10.1,625,23.4,1456,,,,,,,9.2,270,1700,5.5,270,1705,2.1,1817,8.8,35,1340,64.8,11.4,1011.8,1024.6,2304,1015.5,121,1020.2,12.9,11.5,1200,3.39,25.47,,,,,,3.5,3.5,21.5,5.3,,,,,,,,,,4.2,6,,
156,2024-04-10,15.4,10.1,630,21.4,1515,,,,,,,6.3,200,214,3.4,180,157,1.4,1212,8.8,42,1718,66.8,11.3,1016.3,1027.1,810,1022.1,1748,1024.7,12.9,10,1200,3.34,24.01,,,,,,4.6,.5,22.5,6.5,,,,,,,,,,3.6,5.1,,
156,2024-04-11,16.1,12.6,514,20.8,1635,,,,,,,5,180,1237,2.9,180,1832,1.1,927,11.2,47,1008,74.1,13.5,1013.4,1024.6,7,1019.5,1641,1021.8,12.9,3.6,1200,1.78,14.01,,,,,,6.1,1.3,19.3,9.8,,,,,,,,,,2.3,3.3,,
156,2024-04-12,17.4,11.3,610,25.8,1557,,,,,,,6,270,1726,3.9,270,1730,.9,749,12.1,37,1603,74.5,14.2,1009.7,1021.1,1,1014.5,1644,1018,13,8.9,1200,3.56,22.6,,,,,,5.4,.3,22.3,7.1,,,,,,,,,,3.7,5.2,,
156,2024-04-13,19.5,12.2,556,27.6,1501,,,,,,,6.8,250,1653,3.6,270,1725,1,879,12.8,35,1452,69.1,14.8,1009.3,1019,825,1015.3,1637,1017.5,13,11.7,1200,3.36,25.85,,,,,,.5,.4,27.5,7.9,,,,,,,,,,4.7,6.7,,
156,2024-04-14,20,13.1,634,26.1,1248,,,,,,,9.8,200,1326,5.7,180,1448,1.9,1603,12.3,35,1416,64.5,14.4,1008.8,1019.2,208,1014.2,2356,1017,13,11.1,1100,2.94,22.95,,,,,,4.4,1,23.9,7.9,,,,,,,,,,4.5,6.4,,
156,2024-04-15,17.7,14,2307,20.1,1,4.95,.7,747,1.3,721,2.3,11.2,180,738,5.7,180,230,2.4,2115,15.7,60,431,89.6,18,1003.1,1014.4,1,1009.7,1539,1011.3,13.1,.1,1100,1.14,7.5,,,,,,9.4,6.8,18.7,13.9,,,,,,,,,,1.1,1.6,,
156,2024-04-16,15.5,11.5,2400,22.1,1610,,,,,,,5.7,290,1516,3.1,270,1525,1.3,1101,11.6,42,1858,81.1,13.9,1005.2,1015.1,950,1011.7,1545,1013.5,13.1,6.1,1300,3.23,18.64,,,,,,4.5,4.5,21.2,7.6,,,,,,,,,,2.6,3.8,,
156,2024-04-17,15.9,9.1,556,24.4,1437,,,,,,,5.6,70,705,3.1,270,1632,1.3,1121,8.8,29,1417,67.9,11.4,1003.2,1014.9,1,1009,1620,1011.5,13.2,,,,,,,,,,6.4,1.9,22,6.1,,,,,,,,,,1.5,2.1,,
156,2024-04-18,17.9,11.2,625,25.2,1532,,,,,,,6.3,70,1639,3.7,50,1627,1.1,977,8.5,31,1545,58.1,11.2,1002.3,1013.8,2314,1007.9,1553,1010.5,13.2,11.8,1200,3.36,26.81,,,,,,0,0,24.6,6.3,,,,,,,,,,4.8,6.8,,
156,2024-04-19,19.1,11,527,27,1640,,,,,,,5.4,270,1824,3.2,270,1827,.9,778,7.2,21,1336,50.8,10.2,1004.7,1015.2,816,1010.1,1654,1012.9,13.2,10.7,1200,3.39,24.81,,,,,,5.1,0,24,6.2,,,,,,,,,,4.3,6.2,,
156,2024-04-20,16.5,12.6,800,19.4,430,10.2,1,750,4.1,746,10,8.5,180,1752,3.9,180,1522,1.5,1336,13.4,33,430,85.1,15.8,999.5,1013.1,7,1004.1,1639,1007.8,13.3,0,1400,.51,3.61,,,,,,9.9,8.4,16.7,13.6,,,,,,,,,,.6,.9,,
156,2024-04-21,15.6,14.3,258,16.9,1633,16.1,.3,8,1.2,205,2.8,2.8,50,853,1.8,70,900,.6,529,15.4,99,1,99,17.5,1001.4,1011.9,2400,1007.2,54,1009.6,13.3,0,1200,.54,3.5,,,,,,9.6,9,16.9,15.9,,,,,,,,,,.7,1,,
156,2024-04-22,16.5,14.9,706,19.5,1407,6.4,1.3,39,2.2,6,2.4,4.7,160,1648,2.5,180,1650,.8,686,16.1,90,2357,97.9,18.4,1004.4,1014.5,2324,1011.2,248,1012.7,13.3,0,1100,1.11,7.91,,,,,,9.4,7.6,19.1,13.8,,,,,,,,,,1.3,1.9,,
156,2024-04-23,15.5,11.6,616,20.3,1331,4.48,.5,2142,1.8,2124,3.4,5.2,290,1728,3.3,270,1727,1.1,946,13.2,58,1334,87.8,15.2,1002.6,1014.3,1,1008.3,1852,1010.9,13.4,4.7,1000,2.87,14.5,,,,,,6.9,5.8,18.3,9.6,,,,,,,,,,1.9,2.8,,
156,2024-04-24,14,10.5,2341,17.7,1442,4.35,.6,533,.8,458,1.4,9.4,250,748,4.8,270,751,1.7,1478,11.9,64,1640,88.1,14,1001.2,1012.6,2257,1007.5,438,1009.6,13.4,6,1400,3.06,16.31,,,,,,5.9,5.6,18.6,8.1,,,,,,,,,,2.3,3.3,,
156,2024-04-25,16.4,8.1,558,25.6,1549,,,,,,,5,270,1652,2.8,270,1737,1.1,988,11.7,40,1627,77,13.9,1003.2,1013.5,738,1008.9,1541,1011.5,13.4,12.1,1100,3.52,28.86,,,,,,1.1,0,21.1,6.5,,,,,,,,,,4.5,6.4,,
156,2024-04-26,17.9,12.7,458,24.4,1631,,,,,,,4.8,270,1422,2.8,270,1404,.8,714,13,35,1545,76.8,15.1,1002,1011.5,25,1008,1646,1010.3,13.5,6.4,1100,2.69,18.2,,,,,,6.3,.5,19.9,10.9,,,,,,,,,,3,4.3,,
156,2024-04-27,19.6,12,509,28.2,1524,,,,,,,5.3,290,1753,2.3,270,1520,.9,741,10.4,27,1516,62,12.8,1003.1,1013.8,2349,1008.5,1628,1011.2,13.5,12.4,1200,3.64,29.09,,,,,,0,0,25.1,8.6,,,,,,,,,,,,,
156,2024-04-28,20.9,13,517,29.5,1412,,,,,,,7,230,1440,4.8,230,1448,1.2,1021,13.4,31,1459,65.5,15.4,1004.2,1014.7,745,1010.8,1559,1012.4,13.5,8.6,1300,3.34,25.07,,,,,,6.3,1.1,25.8,9.7,,,,,,,,,,4.4,6.2,,
156,2024-04-29,16.4,14.2,451,20.6,45,15.53,.5,321,2.1,257,8.7,6.9,70,639,4.2,70,610,1.6,1365,15.9,52,151,97.1,18.1,999.4,1011.4,1,1005.2,1608,1007.7,13.6,0,1100,.87,5.4,,,,,,10,7.5,18.4,16.1,,,,,,,,,,1,1.4,,
156,2024-04-30,16.8,13.1,2320,22.4,1428,,,,,,,4.9,270,1149,2.9,270,1205,1.1,961,14.4,57,1430,87.3,16.5,999,1009.5,2131,1005.4,1409,1007.3,13.6,5.6,1200,3.4,21.55,,,,,,8.8,7,21.8,13.8,,,,,,,,,,2.9,4.2,,
156,2024-05-01,14.8,12.7,251,17.6,1734,7.83,.9,1005,1.3,959,2.4,4.6,270,2108,2.4,270,2022,.9,812,14.5,93,132,98.8,16.6,1003.8,1017,2207,1008.2,129,1012.1,13.6,.9,1600,.99,6.99,,,,,,8.6,6.1,16.9,12.4,,,,,,,,,,1.1,1.6,,
156,2024-05-02,17,12.4,507,23.1,1359,,,,,,,4.7,340,1818,2.3,20,1657,.8,678,12.8,49,1505,78.9,14.8,1010,1020.3,935,1016.1,218,1018.3,13.7,7.4,1100,3.4,22.46,,,,,,5.3,2.8,20.1,10.3,,,,,,,,,,3.5,5,,
156,2024-05-03,19.3,11,537,27.7,1530,,,,,,,5.3,50,1141,2.5,70,1220,1,843,9.4,25,1413,58.3,11.9,1010,1020.6,728,1015.1,1605,1018.2,13.7,12.6,1200,3.7,29.63,,,,,,0,0,23.6,6,,,,,,,,,,5.6,8,,
156,2024-05-04,20.3,12.3,605,27.4,1345,1.42,0,,0,,0,8.2,160,2155,4.4,200,2151,1.5,1305,14.3,50,916,71,16.5,1008.3,1018.6,4,1014.7,1612,1016.5,13.7,9.5,1100,3.45,26.07,,,,,,5.3,4.3,25.1,7.5,,,,,,,,,,4,5.8,,
156,2024-05-05,19.1,17.9,2400,20,1650,20.25,3.3,1813,13.7,1742,61.9,12.6,180,1631,5.9,200,1633,2.8,2461,18.9,94,1,99,21.9,1002.1,1015.7,1,1006.9,2256,1010.2,13.8,0,1300,.54,4.22,,,,,,10,7.8,20.1,18.4,,,,,,,,,,.7,1,,
156,2024-05-06,15.5,14.6,654,17.9,1,2.7,.2,,.4,1,.4,7.9,270,929,4.2,270,1301,2,1699,15.1,88,1259,97.8,17.2,1001.7,1011.2,2240,1007.7,9,1010,13.8,0,1100,.9,6.03,,,,,,9.9,8.4,17.7,14.9,,,,,,,,,,.9,1.3,,
156,2024-05-07,14.7,13.3,2326,16.3,1507,4.65,.7,2253,2.9,2245,3,6,290,1215,3.2,270,1029,1.7,1453,14.4,94,1305,98.6,16.4,1003.2,1013.4,2344,1010.2,318,1011.5,13.8,.1,1500,.71,4.97,,,,,,9.6,8.5,17.2,13.7,,,,,,,,,,.9,1.2,,
156,2024-05-08,15.3,10.6,558,21.1,1500,8.4,1.5,58,3.9,12,5.3,8.5,70,258,4.5,70,255,1.8,1579,10.8,45,1628,78.1,13,1008.6,1019.5,2235,1013.4,1,1017,13.8,8,1200,3.56,23.66,,,,,,5.8,5.4,20.2,9.1,,,,,,,,,,3.6,5.1,,
156,2024-05-09,16.6,10.1,515,23.3,1409,,,,,,,6,270,1231,2.9,270,1533,1,857,7.8,29,1600,61.6,10.7,1011.6,1021.3,729,1018,1547,1019.9,13.9,12.9,1200,3.55,29.33,,,,,,0,0,20.9,6.1,,,,,,,,,,4.7,6.7,,
156,2024-05-10,18.1,10.9,546,25.8,1335,,,,,,,8,180,2313,4.2,200,1449,1.6,1421,9.9,30,1537,63.6,12.3,1010.6,1020.9,840,1016.6,1702,1018.8,13.9,12.5,1200,3.6,29.42,,,,,,1,0,23.2,7,,,,,,,,,,5.1,7.3,,
156,2024-05-11,19.3,16,200,25.8,1335,7.42,2.4,2318,9.8,2233,17,11.1,180,1155,6.7,200,1650,3.2,2733,16.9,54,1336,87.4,19.2,1005.3,1018.3,8,1010.6,1941,1013.5,13.9,6.1,1100,2.86,17.71,,,,,,6.6,4.8,22,13,,,,,,,,,,3.1,4.4,,
156,2024-05-12,17.3,12.2,606,23.3,1232,3.75,1.5,109,4.6,28,8.8,7.9,50,1306,4.4,50,1214,1.7,1483,9.1,32,1300,63.3,11.9,1003,1013.7,2323,1009.5,1501,1011.2,13.9,10.5,1300,3.8,28.62,,,,,,5.4,.9,22.3,8.4,,,,,,,,,,5.1,7.3,,
156,2024-05-13,18.3,11.8,349,25.7,1556,,,,,,,6.3,320,1448,2.9,50,1338,1,823,8.5,23,1336,56.8,11.1,1006.4,1016.2,2253,1012.9,1619,1014.6,14,12.9,1200,3.7,30.65,,,,,,0,0,23.3,7.3,,,,,,,,,,5.6,8,,
156,2024-05-14,19.1,11.8,604,26.5,1509,,,,,,,4.7,270,1604,2.5,200,1446,.9,758,9.4,27,1520,57.5,11.8,1008.1,1017.8,729,1014.3,1621,1016.3,14,12.9,1200,3.66,30.13,,,,,,0,0,24.5,7.4,,,,,,,,,,5.5,7.8,,
156,2024-05-15,14.8,10.4,2155,24.3,1324,1.93,.3,1706,.3,1617,.6,11.2,230,2132,3.8,270,1343,1.3,1140,10.9,36,1141,80.6,13.1,1005.3,1016.6,4,1011.3,1436,1013.7,14,8.3,1200,3.64,23.96,,,,,,4.1,3.8,21.6,6.7,,,,,,,,,,3.9,5.6,,
156,2024-05-16,15.7,9.5,514,21.4,1400,,,,,,,10.7,340,124,5,270,1303,2.2,1858,9.1,32,1203,68.3,11.8,1004,1014,2358,1010.3,1543,1012.3,14,12.8,1200,3.72,30.66,,,,,,1.1,.6,22.5,5.7,,,,,,,,,,5.3,7.6,,
156,2024-05-17,19.1,12.9,528,25.6,1430,,,,,,,9,200,1544,5.2,200,1550,1.8,1581,11.3,25,1619,66.6,13.7,1007.5,1017.8,2330,1014,1,1015.8,14.1,10.7,1000,3.43,25.73,,,,,,1.8,.8,24.6,7.7,,,,,,,,,,4.7,6.8,,
156,2024-05-18,21.5,14.4,516,28.8,1520,,,,,,,5.3,200,1838,3.4,200,1648,1,899,13.6,33,1343,64.8,15.7,1008.7,1018.5,730,1014.5,1636,1016.9,14.1,12.8,1200,3.66,29.84,,,,,,0,0,27.8,10.2,,,,,,,,,,5.6,8,,
156,2024-05-19,21.8,14.6,623,29.5,1524,,,,,,,4.7,200,1256,2.5,230,1303,.8,724,10.7,18,1452,55.5,13.1,1007,1017.2,1,1012.9,1651,1015.2,14.1,12.9,1200,3.74,30.76,,,,,,.5,0,28.6,8.8,,,,,,,,,,6.2,8.8,,
156,2024-05-20,21.3,14.2,510,29.2,1507,,,,,,,4.7,70,2324,2.3,270,1455,.8,699,13.5,32,1436,64.9,15.6,1007.3,1017.5,2215,1013.5,305,1015.5,14.1,12.7,1100,3.54,29.1,,,,,,3.1,0,28.7,8.9,,,,,,,,,,5,7.1,,
156,2024-05-21,21.5,16.1,518,28.4,1504,,,,,,,6.6,180,1536,2.9,180,1542,1.2,1009,17.8,50,1510,82,20.4,1009.9,1019.6,748,1015.8,1648,1018.1,14.2,9.8,1100,3.32,24.75,,,,,,4.3,3.1,30.1,11.7,,,,,,,,,,3.8,5.5,,
156,2024-05-22,22.2,16.9,503,29,1556,,,,,,,5.6,270,1740,2.4,230,1636,1.1,972,18.9,47,1643,83.8,21.9,1007.5,1019.5,3,1012.9,1723,1015.6,14.2,11.2,1100,3.28,26.39,,,,,,4.9,0,29.9,13.5,,,,,,,,,,4.4,6.3,,
156,2024-05-23,22.9,17.9,529,30.2,1446,,,,,,,6.2,290,1709,2.4,340,1705,.8,663,15.2,32,1337,66.3,17.4,1003.1,1014.1,1,1008.6,1625,1011.2,14.2,12.7,1200,3.69,29.22,,,,,,1.8,0,32,13.4,,,,,,,,,,5.2,7.5,,
156,2024-05-24,22.3,16,442,31,1539,,,,,,,5.8,320,1722,2.6,270,1633,1,847,15.9,33,1335,71.3,18.2,1004.3,1015.3,2241,1010.3,1548,1012.5,14.2,12.4,1200,3.57,29.09,,,,,,0,0,31.3,11.2,,,,,,,,,,5.1,7.2,,
156,2024-05-25,22,17.5,528,27.4,1458,,,,,,,6.5,180,1755,3.3,200,1348,1.4,1193,15.4,48,1500,69.1,17.7,1006.9,1017.2,807,1013.3,1823,1015,14.3,11.1,1200,3.31,26.5,,,,,,1.9,0,32.3,14.6,,,,,,,,,,5,7.1,,
156,2024-05-26,20.8,16.2,520,24.2,1226,5.28,1.2,1958,1.5,1955,2.5,10.6,200,1507,5.2,200,1516,2,1719,17.3,56,212,81.8,20.4,999.1,1013.9,1,1002.7,1730,1007.2,14.3,3.3,900,1.93,12.89,,,,,,7.8,5.9,27.3,11,,,,,,,,,,2.1,3,,
156,2024-05-27,19.4,15.6,521,24.2,1332,,,,,,,8.5,50,1037,4.2,50,1114,1.7,1476,11.3,37,1716,62.9,13.7,997.3,1006.6,1951,1003.1,151,1005.4,14.3,9.8,1300,3.32,25,,,,,,7.9,1.1,26.6,13.3,,,,,,,,,,4.4,6.2,,
156,2024-05-28,20.6,14.4,537,26.3,1524,,,,,,,8.6,50,1410,3.2,50,1402,1.4,1175,12.8,41,1502,63.3,14.9,997.7,1010.6,2359,1003.5,1248,1005.8,14.3,11.5,1100,3.71,28.54,,,,,,3.4,1.3,31.4,11,,,,,,,,,,4.6,6.6,,
156,2024-05-29,22.1,15.4,601,29.3,1451,,,,,,,6.8,290,1809,3.3,290,1812,.9,801,15.3,33,1409,69.5,17.5,1004.9,1014.8,721,1010.4,1746,1013,14.3,,,,,,,,,,2,0,33.1,10.3,,,,,,,,,,,,,
156,2024-05-30,21.5,17.7,623,26.5,1456,2.58,.1,,.1,,.1,5.6,270,1225,3,270,1939,1.1,943,16.1,45,1730,73.9,18.4,1003.4,1013.6,6,1009,1651,1011.5,14.3,1.2,1300,2.28,15.21,,,,,,9.3,5.3,28.5,15.2,,,,,,,,,,3,4.2,,
156,2024-05-31,21.1,17.2,2331,27.5,1417,.78,0,,0,,0,7.3,200,209,4.6,230,234,1.3,1139,14.8,46,1339,69.8,16.9,1002.6,1012.6,2210,1008.1,1602,1010.7,14.4,11.8,1200,3.71,30.35,,,,,,3.5,1.1,33.3,12.6,,,,,,,,,,5,7.1,,
156,2024-06-01,19.5,16.5,133,24.8,1527,.18,0,,0,,0,7.4,340,1550,3.6,50,1343,1.5,1296,14,36,1616,73.8,16.2,1003.7,1012.9,824,1010.1,1725,1011.8,14.4,10,1200,3.68,27.41,,,,,,5.3,3.9,28.1,12.9,,,,,,,,,,4.9,7,,
156,2024-06-02,20.7,14.6,452,27.2,1531,,,,,,,8.7,50,1302,4.2,50,1309,1.2,1007,11.4,29,1516,60.1,13.6,1002.8,1012.8,15,1009,1538,1010.9,14.4,11.9,1200,3.41,27.34,,,,,,5.9,0,30.5,10.4,,,,,,,,,,5.2,7.4,,
156,2024-06-03,21.7,15,544,29.5,1421,,,,,,,6.1,320,1701,3.7,200,2118,1.2,1050,12.8,29,1349,62.4,15,1002.7,1013.9,2328,1008.2,1551,1010.9,14.4,12.7,1200,3.69,31.04,,,,,,2.4,1.5,32.9,10,,,,,,,,,,6,8.6,,
156,2024-06-04,21.6,16.7,533,28.6,1523,,,,,,,5.5,50,1237,2.9,200,2132,1.3,1136,16.5,38,1525,76.1,18.8,1007.7,1018.8,2247,1013.9,1,1015.8,14.4,11.8,1200,3.88,29.31,,,,,,2.5,2.3,33.2,13.5,,,,,,,,,,5,7.2,,
156,2024-06-05,22.4,18,454,28.3,1405,,,,,,,7,290,1536,4,270,1528,1.4,1168,17.7,40,1409,78.4,20.4,1010.1,1019.6,814,1016.7,1737,1018.2,14.4,7.5,1100,2.95,22.97,,,,,,8,2.6,31.6,16.2,,,,,,,,,,3.8,5.4,,
156,2024-06-06,22.1,17.9,216,27.3,1534,,,,,,,5.7,200,1359,3.2,200,1333,1.2,1053,16.1,44,1751,70.8,18.3,1008.8,1018.9,1,1014.9,1816,1016.9,14.5,7.3,1100,3.39,23.25,,,,,,6.9,3.9,29.2,13.6,,,,,,,,,,4.2,6,,
156,2024-06-07,22.2,18.2,450,28.2,1346,.75,0,,0,,0,6.4,180,1443,4.1,200,1522,1.3,1154,16.7,46,1350,72.4,19,1005.8,1016.6,1,1011.7,1830,1013.9,14.5,5.7,1200,2.67,19.32,,,,,,8.9,5.6,31.1,15,,,,,,,,,,3.3,4.7,,
156,2024-06-08,20.2,18.5,624,21.6,1405,11.43,1.4,1052,3.7,1041,6.7,4.2,230,911,2.2,200,329,.9,784,19.7,79,31,97.4,23,1001.4,1012.7,1,1007.8,1746,1009.6,14.5,0,1300,.87,6.38,,,,,,9.3,8.4,22.7,19.6,,,,,,,,,,1.3,1.8,,
156,2024-06-09,22.9,18.3,435,29,1622,,,,,,,4.9,90,1013,1.9,50,953,1,874,19.7,59,1625,84.1,23.1,1000.3,1010,2305,1006.5,1642,1008.3,14.5,8.3,1200,2.82,23.01,,,,,,6,1.9,28.6,18.8,,,,,,,,,,3.8,5.5,,
156,2024-06-10,24.6,18.1,603,31.7,1432,,,,,,,6,290,1811,3.8,200,1418,1.3,1114,18.8,46,1609,73.5,21.8,1000.9,1011.3,559,1006.6,1612,1008.9,14.5,11.6,1200,3.57,29.1,,,,,,3.1,0,33.5,17.6,,,,,,,,,,5.4,7.7,,
156,2024-06-11,25.1,19.9,540,32.3,1424,,,,,,,5.3,290,1652,3,270,1701,1,857,20,45,1220,76.1,23.4,999.9,1010,553,1006,1600,1007.9,14.5,11.2,1100,3.5,27.62,,,,,,4,0,33.3,18.3,,,,,,,,,,4.9,7,,
156,2024-06-12,25.5,19.5,541,32.9,1602,,,,,,,7.1,290,1820,3,270,1815,.9,777,18.1,37,1527,67.9,21,997.8,1008.2,841,1003.2,1659,1005.7,14.5,12.4,1200,3.64,30.14,,,,,,2.4,0,31.8,16.3,,,,,,,,,,5.9,8.4,,
156,2024-06-13,26.7,19.7,526,36.2,1445,,,,,,,6.6,250,1539,3.1,270,1456,1,899,17.3,30,1435,59.4,19.8,996.7,1006,711,1002.7,1408,1004.6,14.5,11.6,1200,3.62,29.82,,,,,,1.3,1.3,36,16.3,,,,,,,,,,6.2,8.9,,
